Date,Original_Close,Processed_Close,Return_1D,Return_5D,Difference
2010-04-28,31.17582321166992,31.17582321166992,-0.021198617315368096,-0.029759270322147535,0.0
2010-04-29,32.14299392700195,32.14299392700195,0.031023101098738515,-0.0003408484504504594,0.0
2010-04-30,32.05541229248047,32.05541229248047,-0.0027247503676971485,-0.006110495615684219,0.0
2010-05-03,32.157596588134766,32.157596588134766,0.003187739241097498,-0.019474717331569025,0.0
2010-05-04,31.00429344177246,31.00429344177246,-0.03586409647255295,-0.02658399478582929,0.0
2010-05-05,30.70501136779785,30.70501136779785,-0.009652923539014813,-0.015101825561283921,0.0
2010-05-06,30.6867618560791,30.6867618560791,-0.0005943496160984996,-0.045304804967141954,0.0
2010-05-07,30.49697494506836,30.49697494506836,-0.006184650954729087,-0.04861698028378458,0.0
2010-05-10,31.836423873901367,31.836423873901367,0.043920714472358124,-0.009987460143458082,0.0
2010-05-11,31.59554100036621,31.59554100036621,-0.0075662666915496946,0.01906986075022621,0.0
2010-05-12,32.198829650878906,32.198829650878906,0.019094107314247433,0.048650634425353445,0.0
2010-05-13,32.38243865966797,32.38243865966797,0.005702350389125144,0.055257599727908335,0.0
2010-05-14,31.14213752746582,31.14213752746582,-0.03830165928012497,0.021154969748951702,0.0
2010-05-17,31.235820770263672,31.235820770263672,0.003008247032344036,-0.018865281666577305,0.0
2010-05-18,31.719200134277344,31.719200134277344,0.01547516127617965,0.003913816000482351,0.0
2010-05-19,31.02597999572754,31.02597999572754,-0.021854906038462074,-0.03642522625412736,0.0
2010-05-20,30.445188522338867,30.445188522338867,-0.01871952065554905,-0.05982409656323784,0.0
2010-05-21,30.557594299316406,30.557594299316406,0.0036920703215570505,-0.018770170404452058,0.0
2010-05-24,30.69248580932617,30.69248580932617,0.004414336701000776,-0.017394611300073692,0.0
2010-05-25,29.84939193725586,29.84939193725586,-0.027469064490505568,-0.05894878146693483,0.0
2010-05-26,30.9510440826416,30.9510440826416,0.03690702134574275,-0.002415263372704368,0.0
2010-05-27,32.24753952026367,32.24753952026367,0.041888584894271386,0.059199863275681386,0.0
2010-05-28,31.831470489501957,31.831470489501957,-0.012902349666096713,0.041687711987656195,0.0
2010-05-31,31.94756126403809,31.94756126403809,0.0036470440338098875,0.040891945426282605,0.0
2010-06-01,32.44392395019531,32.44392395019531,0.015536794250268882,0.08692076603748644,0.0
2010-06-02,32.18373489379883,32.18373489379883,-0.008019654367206086,0.0398271156173553,0.0
2010-06-03,33.0123405456543,33.0123405456543,0.025746099841728487,0.023716569907916263,0.0
2010-06-04,32.17572784423828,32.17572784423828,-0.025342423093540623,0.010815000043741696,0.0
2010-06-07,32.203739166259766,32.203739166259766,0.0008705730654201549,0.008018699771930482,0.0
2010-06-08,32.13569259643555,32.13569259643555,-0.002113002141549858,-0.009500433863454116,0.0
2010-06-09,32.91226577758789,32.91226577758789,0.024165440929021065,0.02263661710466791,0.0
2010-06-10,33.616790771484375,33.616790771484375,0.021406152911424225,0.018309826441847088,0.0
2010-06-11,33.68083953857422,33.68083953857422,0.0019052611989414103,0.04677786005718776,0.0
2010-06-14,34.22523880004883,34.22523880004883,0.016163470653726364,0.06277220242508386,0.0
2010-06-15,34.089134216308594,34.089134216308594,-0.003976731456437399,0.06078728858919069,0.0
2010-06-16,34.27327346801758,34.27327346801758,0.00540169927873646,0.04135259783167178,0.0
2010-06-17,34.23724365234375,34.23724365234375,-0.0010512510778245554,0.018456636300502538,0.0
2010-06-18,34.049102783203125,34.049102783203125,-0.005495210743337586,0.010933909298998845,0.0
2010-06-21,34.609519958496094,34.609519958496094,0.01645908789025219,0.011228005177474909,0.0
2010-06-22,34.66956329345703,34.66956329345703,0.0017348791613678305,0.017026806062758748,0.0
2010-06-23,34.22124099731445,34.22124099731445,-0.01293129343302657,-0.0015181646057730314,0.0
2010-06-24,33.804927825927734,33.804927825927734,-0.012165344074441586,-0.01262706282099968,0.0
2010-06-25,33.904998779296875,33.904998779296875,0.002960247508423608,-0.004232240855912894,0.0
2010-06-28,34.5374641418457,34.5374641418457,0.018654044693109606,-0.0020819652146808476,0.0
2010-06-29,33.14044189453125,33.14044189453125,-0.040449473695488125,-0.04410558581262436,0.0
2010-06-30,33.408634185791016,33.408634185791016,0.008092598526998618,-0.02374568507282382,0.0
2010-07-01,32.2998161315918,32.2998161315918,-0.03318956554862118,-0.044523440549444016,0.0
2010-07-02,32.552005767822266,32.552005767822266,0.007807773121773609,-0.03990541395626823,0.0
2010-07-05,31.96356201171875,31.96356201171875,-0.01807703526168558,-0.07452493094327695,0.0
2010-07-06,32.76015090942383,32.76015090942383,0.024921781164847223,-0.01147513320183513,0.0
2010-07-07,33.02035140991211,33.02035140991211,0.007942591632367435,-0.011622228365266274,0.0
2010-07-08,33.38460922241211,33.38460922241211,0.011031312416337702,0.0335851165963541,0.0
2010-07-09,33.760894775390625,33.760894775390625,0.011271228321759308,0.037137158803386194,0.0
2010-07-12,33.977054595947266,33.977054595947266,0.006402668590235638,0.0629933730004908,0.0
2010-07-13,34.48542785644531,34.48542785644531,0.014962252218256866,0.052663888874980413,0.0
2010-07-14,34.66556167602539,34.66556167602539,0.005223476429810692,0.0498241295402877,0.0
2010-07-15,34.50944519042969,34.50944519042969,-0.004503503709379464,0.03369324950080421,0.0
2010-07-16,33.9210090637207,33.9210090637207,-0.01705145137691677,0.004742596112908393,0.0
2010-07-19,33.684837341308594,33.684837341308594,-0.006962402620996899,-0.008600429263622145,0.0
2010-07-20,33.53272247314453,33.53272247314453,-0.004515826115553789,-0.027626317622233665,0.0
2010-07-21,33.94102096557617,33.94102096557617,0.012176121183081312,-0.02090087901129578,0.0
2010-07-22,34.73761367797852,34.73761367797852,0.023469910148262052,0.006611769221143815,0.0
2010-07-23,35.13791275024414,35.13791275024414,0.011523505211855856,0.03587463109477307,0.0
2010-07-26,35.14992141723633,35.14992141723633,0.0003417581197135977,0.043493874145298816,0.0
2010-07-27,35.04985046386719,35.04985046386719,-0.0028469751662110188,0.045243209582451316,0.0
2010-07-28,34.84969711303711,34.84969711303711,-0.005710533659378014,0.02677221019316245,0.0
2010-07-29,34.46541976928711,34.46541976928711,-0.0110267054116302,-0.007835711203846074,0.0
2010-07-30,34.5734977722168,34.5734977722168,0.0031358388684417093,-0.0160628487536848,0.0
2010-08-02,35.75836944580078,35.75836944580078,0.034271096357978204,0.017310082186018594,0.0
2010-08-03,35.093875885009766,35.093875885009766,-0.018582882024254288,0.0012560801418528555,0.0
2010-08-04,35.33404922485352,35.33404922485352,0.0068437393644043,0.013898316253521115,0.0
2010-08-05,35.31003189086914,35.31003189086914,-0.0006797220955782057,0.024506073833886255,0.0
2010-08-06,34.985801696777344,34.985801696777344,-0.009182381797158357,0.011925432806277225,0.0
2010-08-09,35.24598693847656,35.24598693847656,0.007436880936851242,-0.014329023254285755,0.0
2010-08-10,34.69758605957031,34.69758605957031,-0.015559243095207065,-0.011292278651065968,0.0
2010-08-11,33.9970703125,33.9970703125,-0.0201891781712894,-0.0378382591773011,0.0
2010-08-12,34.14517593383789,34.14517593383789,0.004356423067532145,-0.032989377087831895,0.0
2010-08-13,33.684837341308594,33.684837341308594,-0.013481804674876474,-0.037185495040080396,0.0
2010-08-16,33.74888610839844,33.74888610839844,0.0019014123904139701,-0.04247578121989837,0.0
2010-08-17,34.401363372802734,34.401363372802734,0.01933329776599435,-0.008537270755925475,0.0
2010-08-18,34.19721221923828,34.19721221923828,-0.005934391359787017,0.005887033938471342,0.0
2010-08-19,33.444664001464844,33.444664001464844,-0.02200612766177701,-0.020515692574857636,0.0
2010-08-20,32.96831130981445,32.96831130981445,-0.014243010234144537,-0.021271470728328135,0.0
2010-08-23,32.81219482421875,32.81219482421875,-0.004735349776596731,-0.02775473185014521,0.0
2010-08-24,32.5119743347168,32.5119743347168,-0.00914966192021871,-0.05492192322760281,0.0
2010-08-25,32.187740325927734,32.187740325927734,-0.009972756666544291,-0.05876127797867925,0.0
2010-08-26,32.628055572509766,32.628055572509766,0.013679594843361897,-0.02441670303278609,0.0
2010-08-27,32.996334075927734,32.996334075927734,0.011287172862616268,0.0008499909458492549,0.0
2010-08-30,32.692108154296875,32.692108154296875,-0.009219991558177543,-0.0036598182646787603,0.0
2010-08-31,32.84821319580078,32.84821319580078,0.0047750068844485405,0.010342000692493913,0.0
2010-09-01,34.09714126586914,34.09714126586914,0.0380211874120453,0.05932075133597858,0.0
2010-09-02,34.069122314453125,34.069122314453125,-0.0008217390190439211,0.04416649158699815,0.0
2010-09-03,34.35732650756836,34.35732650756836,0.008459395885081822,0.04124677694524648,0.0
2010-09-06,34.77764129638672,34.77764129638672,0.012233629084200448,0.06379316782652134,0.0
2010-09-07,34.64554214477539,34.64554214477539,-0.0037983930677050193,0.05471618618221741,0.0
2010-09-08,34.897727966308594,34.897727966308594,0.007279026562187374,0.02347958423250085,0.0
2010-09-09,35.26199722290039,35.26199722290039,0.010438194055024885,0.03501337361841017,0.0
2010-09-10,35.66630172729492,35.66630172729492,0.01146572900674947,0.03809886719323807,0.0
2010-09-13,35.8664436340332,35.8664436340332,0.005611512745800518,0.03130753832231892,0.0
2010-09-14,36.11063003540039,36.11063003540039,0.0068082133779074905,0.04228791930871645,0.0
2010-09-15,35.77838134765625,35.77838134765625,-0.00920085546606153,0.025235264089337406,0.0
2010-09-16,35.70632553100586,35.70632553100586,-0.0020139484777197403,0.012600769754950392,0.0
2010-09-17,35.942501068115234,35.942501068115234,0.006614389288090994,0.0077439859880101825,0.0
2010-09-20,36.37082290649414,36.37082290649414,0.011916862367679526,0.014062706567939065,0.0
2010-09-21,36.446876525878906,36.446876525878906,0.0020910612767901515,0.009311565324362503,0.0
2010-09-22,35.982540130615234,35.982540130615234,-0.01274008747866151,0.005706205123568564,0.0
2010-09-23,35.71833038330078,35.71833038330078,-0.007342720840590511,0.000336210800646386,0.0
2010-09-24,36.61900329589844,36.61900329589844,0.02521598582387119,0.018821790573259056,0.0
2010-09-27,36.398834228515625,36.398834228515625,-0.006012426542681859,0.0007701591490931747,0.0
2010-09-28,36.494911193847656,36.494911193847656,0.002639561605980223,0.0013179364748758804,0.0
2010-09-29,36.1546630859375,36.1546630859375,-0.009323165799825728,0.00478351318993786,0.0
2010-09-30,35.82241439819336,35.82241439819336,-0.009189649671313638,0.002914022401820926,0.0
2010-10-01,35.514183044433594,35.514183044433594,-0.008604427114642266,-0.03017068057634953,0.0
2010-10-04,35.306034088134766,35.306034088134766,-0.0058610092772908295,-0.030022943414070524,0.0
2010-10-05,36.08260726928711,36.08260726928711,0.021995480410339496,-0.011297573033416608,0.0
2010-10-06,36.66703414916992,36.66703414916992,0.016196913807286606,0.0141716453563554,0.0
2010-10-07,36.446876525878906,36.446876525878906,-0.006004238641046489,0.017432161906904886,0.0
2010-10-08,36.87519454956055,36.87519454956055,0.011751844451677984,0.03832304134447129,0.0
2010-10-11,36.602989196777344,36.602989196777344,-0.007381801129682342,0.03673465859702563,0.0
2010-10-12,36.40684127807617,36.40684127807617,-0.0053587950876548,0.008985880825331805,0.0
2010-10-13,37.34754180908203,37.34754180908203,0.025838564895558136,0.01855911381170472,0.0
2010-10-14,37.62774658203125,37.62774658203125,0.00750262960763548,0.03239976010876733,0.0
2010-10-15,37.69179534912109,37.69179534912109,0.001702168556658279,0.022144989593560593,0.0
2010-10-18,37.76384353637695,37.76384353637695,0.0019115085017447075,0.03171474147531694,0.0
2010-10-19,37.50365829467773,37.50365829467773,-0.006889797683029664,0.03012667339701469,0.0
2010-10-20,37.89194107055664,37.89194107055664,0.010353197355523536,0.014576575461312524,0.0
2010-10-21,38.56042098999024,38.56042098999024,0.01764174387870132,0.024786879169755638,0.0
2010-10-22,38.42032623291016,38.42032623291016,-0.003633123121670412,0.019328633116068028,0.0
2010-10-25,38.52040100097656,38.52040100097656,0.0026047349900084615,0.020033910580919523,0.0
2010-10-26,38.11210632324219,38.11210632324219,-0.010599439962320822,0.01622369806656465,0.0
2010-10-27,37.40758514404297,37.40758514404297,-0.018485495743109204,-0.01278255779010573,0.0
2010-10-28,37.295501708984375,37.295501708984375,-0.002996275611670818,-0.03280356512015836,0.0
2010-10-29,37.20343399047852,37.20343399047852,-0.002468601152606942,-0.03167313663748317,0.0
2010-11-01,37.5236701965332,37.5236701965332,0.008607705571927582,-0.02587540052914017,0.0
2010-11-02,37.787864685058594,37.787864685058594,0.0070407422072962245,-0.008507575924394883,0.0
2010-11-03,37.35554122924805,37.35554122924805,-0.011440801416373492,-0.001391266359336507,0.0
2010-11-04,38.14812469482422,38.14812469482422,0.02121729305733111,0.022861282105623104,0.0
2010-11-05,38.46036148071289,38.46036148071289,0.008184852817444854,0.03378525462343207,0.0
2010-11-08,38.18815231323242,38.18815231323242,-0.007077654941360256,0.017708345511484813,0.0
2010-11-09,38.12411880493164,38.12411880493164,-0.0016767899052971824,0.008898468401841164,0.0
2010-11-10,37.58771896362305,37.58771896362305,-0.014069829234694464,0.006215349228917422,0.0
2010-11-11,37.58371353149414,37.58371353149414,-0.00010656225595340185,-0.01479525318335384,0.0
2010-11-12,36.99528121948242,36.99528121948242,-0.015656577190506393,-0.03809325250271445,0.0
2010-11-15,37.43560409545898,37.43560409545898,0.011902136203918667,-0.019706327019982095,0.0
2010-11-16,36.38682556152344,36.38682556152344,-0.02801553652670341,-0.045569400627916146,0.0
2010-11-17,36.58697509765625,36.58697509765625,0.005500604491985639,-0.026624224442438393,0.0
2010-11-18,37.26347732543945,37.26347732543945,0.018490247580662755,-0.008520611082945218,0.0
2010-11-19,37.17140197753906,37.17140197753906,-0.002470927420333169,0.004760627632799164,0.0
2010-11-22,36.99127197265625,36.99127197265625,-0.004845929808933724,-0.011869238751155198,0.0
2010-11-23,36.31477737426758,36.31477737426758,-0.018287951787349543,-0.001980062457881626,0.0
2010-11-24,36.63101196289063,36.63101196289063,0.008708151653082474,0.0012036213739134993,0.0
2010-11-25,37.139381408691406,37.139381408691406,0.01387811634349001,-0.0033302291051439115,0.0
2010-11-26,36.95524597167969,36.95524597167969,-0.00495795648789743,-0.005815115770720358,0.0
2010-11-29,36.02656555175781,36.02656555175781,-0.025129867100155745,-0.026079298425086384,0.0
2010-11-30,36.10662460327149,36.10662460327149,0.0022222226928254596,-0.005731902714171233,0.0
2010-12-01,36.50291061401367,36.50291061401367,0.010975437751283845,-0.003497073709203935,0.0
2010-12-02,36.70306015014648,36.70306015014648,0.005483111696193532,-0.011748210174626683,0.0
2010-12-03,36.95124816894531,36.95124816894531,0.006762052476919855,-0.00010817957313657978,0.0
2010-12-06,37.059329986572266,37.059329986572266,0.0029249842152230254,0.0286667468574191,0.0
2010-12-07,37.5196647644043,37.5196647644043,0.0124215623433781,0.0391352051502698,0.0
2010-12-08,38.18815231323242,38.18815231323242,0.017816991517001224,0.04616732394407408,0.0
2010-12-09,38.004024505615234,38.004024505615234,-0.004821595088102426,0.03544566447992925,0.0
2010-12-10,38.04405212402344,38.04405212402344,0.0010532468318529276,0.029574209511995297,0.0
2010-12-13,38.38029479980469,38.38029479980469,0.008838245586592519,0.0356445951319424,0.0
2010-12-14,38.656494140625,38.656494140625,0.007196384036677994,0.030299561133052544,0.0
2010-12-15,38.73255920410156,38.73255920410156,0.001967717589697937,0.014255910744351397,0.0
2010-12-16,39.11684036254883,39.11684036254883,0.009921398594456177,0.029281526664871382,0.0
2010-12-17,39.152870178222656,39.152870178222656,0.0009210819519136493,0.029145634923022357,0.0
2010-12-20,39.00875854492188,39.00875854492188,-0.003680742500991152,0.016374646114505342,0.0
2010-12-21,39.62520980834961,39.62520980834961,0.015802893668554807,0.02505958414647247,0.0
2010-12-22,39.18889617919922,39.18889617919922,-0.011011011203742593,0.01178174085252115,0.0
2010-12-23,38.70854187011719,38.70854187011719,-0.012257408498711264,-0.010437921075613033,0.0
2010-12-27,38.364288330078125,38.364288330078125,-0.008893477341362366,-0.020141099351208003,0.0
2010-12-28,38.21617889404297,38.21617889404297,-0.0038606068946426264,-0.020317992175172384,0.0
2010-12-29,39.01676559448242,39.01676559448242,0.020948894515569805,-0.015354977722767282,0.0
2010-12-30,38.30824661254883,38.30824661254883,-0.018159346915055163,-0.022471915580970725,0.0
2011-01-03,38.45235443115234,38.45235443115234,0.003761796253976879,-0.006618369656611334,0.0
2011-01-04,38.34827423095703,38.34827423095703,-0.002706731531398332,-0.00041742203017847146,0.0
2011-01-05,38.02803421020508,38.02803421020508,-0.008350832656073948,-0.004923168387910626,0.0
2011-01-06,37.343536376953125,37.343536376953125,-0.01799982164390357,-0.0428848776169678,0.0
2011-01-07,36.967262268066406,36.967262268066406,-0.010076017040500207,-0.03500510890109887,0.0
2011-01-10,36.418853759765625,36.418853759765625,-0.014834977616790312,-0.05288364526618594,0.0
2011-01-11,37.223445892333984,37.223445892333984,0.02209273630289932,-0.029331915482001425,0.0
2011-01-12,38.0200309753418,38.0200309753418,0.02140008975289054,-0.00021045618132775612,0.0
2011-01-13,37.94397735595703,37.94397735595703,-0.002000356586613239,0.016078846227709498,0.0
2011-01-14,37.77184677124024,37.77184677124024,-0.004536440212948967,0.021764784671892246,0.0
2011-01-17,37.54769134521485,37.54769134521485,-0.005934457676452953,0.03099596689383799,0.0
2011-01-18,37.73982620239258,37.73982620239258,0.005117088435910189,0.013872447799491372,0.0
2011-01-19,37.61573791503906,37.61573791503906,-0.0032879930789306844,-0.01063368571595702,0.0
2011-01-20,37.223445892333984,37.223445892333984,-0.010428933325490775,-0.018989349926699983,0.0
2011-01-21,37.75584030151367,37.75584030151367,0.014302663184907694,-0.00042376719950998343,0.0
2011-01-24,36.90721130371094,36.90721130371094,-0.022476760973287435,-0.017057774221464594,0.0
2011-01-25,36.98727035522461,36.98727035522461,0.0021691980695821567,-0.019940628320123555,0.0
2011-01-26,37.511661529541016,37.511661529541016,0.01417761216981317,-0.002766830886931415,0.0
2011-01-27,37.25146865844727,37.25146865844727,-0.006936319546625214,0.000752825683961289,0.0
2011-01-28,36.55494689941406,36.55494689941406,-0.018697833511465145,-0.031806824917931076,0.0
2011-01-31,36.518924713134766,36.518924713134766,-0.0009854257586098258,-0.010520615805430178,0.0
2011-02-01,37.47163009643555,37.47163009643555,0.026087991111034103,0.013095309185002346,0.0
2011-02-02,37.54769134521485,37.54769134521485,0.002029835600521057,0.0009604963951133083,0.0
2011-02-03,37.271480560302734,37.271480560302734,-0.007356265459109723,0.0005372110839159117,0.0
2011-02-04,37.44760894775391,37.44760894775391,0.004725553823015316,0.02441973314298962,0.0
2011-02-07,37.5196647644043,37.5196647644043,0.0019241767011324296,0.027403327429013746,0.0
2011-02-08,37.23945236206055,37.23945236206055,-0.007468414339607654,-0.006196093785551304,0.0
2011-02-09,37.61973571777344,37.61973571777344,0.01021184071171577,0.0019187430698790475,0.0
2011-02-10,37.58771896362305,37.58771896362305,-0.0008510627078983646,0.00848472876758044,0.0
2011-02-11,37.59172058105469,37.59172058105469,0.00010646076809051053,0.003848353402264859,0.0
2011-02-14,38.50038909912109,38.50038909912109,0.024172038523938788,0.026138941828905304,0.0
2011-02-15,38.28022384643555,38.28022384643555,-0.005718520197775523,0.027948087803657762,0.0
2011-02-16,37.707801818847656,37.707801818847656,-0.01495346604774861,0.0023409548045445483,0.0
2011-02-17,37.68779373168945,37.68779373168945,-0.0005306086855533243,0.0026624325930302284,0.0
2011-02-18,38.15212631225586,38.15212631225586,0.01232050312820454,0.01490769037806694,0.0
2011-02-21,37.69179534912109,37.69179534912109,-0.012065669927992961,-0.021002222806586146,0.0
2011-02-22,37.20343399047852,37.20343399047852,-0.012956701959116246,-0.02812914209375217,0.0
2011-02-23,36.54695129394531,36.54695129394531,-0.017645755407987962,-0.030785420228927496,0.0
2011-02-24,36.77911758422852,36.77911758422852,0.006352548764352761,-0.024110621967687096,0.0
2011-02-25,37.087345123291016,37.087345123291016,0.008380503919285687,-0.02790882951713225,0.0
2011-02-28,37.55168914794922,37.55168914794922,0.012520282137062244,-0.0037171538228447654,0.0
2011-03-01,37.33953094482422,37.33953094482422,-0.005649764576211802,0.0036581825855248606,0.0
2011-03-02,37.18341827392578,37.18341827392578,-0.0041808953392885595,0.017415049886415845,0.0
2011-03-03,37.61173248291016,37.61173248291016,0.011518957343540581,0.02263825108840245,0.0
2011-03-04,37.64375686645508,37.64375686645508,0.0008514466479168092,0.015002738570646157,0.0
2011-03-07,37.27949142456055,37.27949142456055,-0.009676649522171732,-0.007248614631321759,0.0
2011-03-08,37.5797119140625,37.5797119140625,0.008053234580988944,0.006432351000691172,0.0
2011-03-09,37.727821350097656,37.727821350097656,0.003941207329472229,0.014641017460022665,0.0
